run,relative_path,bytes,has_out_log,out_log_bytes,out_traceback,out_program_crashed,mentions_run_omnirec,imports_omnirec,uses_mock_or_fallback,loads_u_data,loads_video_games,loads_lastfm,mentions_als,mentions_itemknn,mentions_pop,mentions_ndcg,mentions_precision,mentions_recall,explicit_download,seed_literals
V100_P0_NANO_I05_R02,study_runs/V100_P0_NANO_I05_R02/checkpoint/7f8daae4290c42b58639fe8324dbb6f1/code.py,6533,True,351,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False,"[123, 456, 789, 101112, 131415]"
V100_P0_NANO_I05_R02,study_runs/V100_P0_NANO_I05_R02/checkpoint/9f50d12e74004c45b69f3ea3046d01a1/code.py,2,True,49,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
V100_P0_NANO_I05_R02,study_runs/V100_P0_NANO_I05_R02/checkpoint/a995542cfc4648cd844976c6d425c697/code.py,403,True,49,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,
V100_P0_NANO_I05_R02,study_runs/V100_P0_NANO_I05_R02/checkpoint/a995542cfc4648cd844976c6d425c697_iteration1/code.py,2,True,49,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
V100_P0_NANO_I05_R02,study_runs/V100_P0_NANO_I05_R02/checkpoint/a995542cfc4648cd844976c6d425c697_iteration2/code.py,5,True,49,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
V100_P0_NANO_I05_R02,study_runs/V100_P0_NANO_I05_R02/checkpoint/a995542cfc4648cd844976c6d425c697_seed/code.py,403,True,49,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,
V100_P0_NANO_I05_R02,study_runs/V100_P0_NANO_I05_R02/checkpoint/e0bea02a06514b2fa4d67a287ac91970/code.py,2,True,49,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
V100_P0_NANO_I05_R02,study_runs/V100_P0_NANO_I05_R02/checkpoint/fec54f7d5aaa42149ff920b41b1df308/code.py,6053,True,1063,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,"[101, 202, 303, 404, 505]"
V100_P0_NANO_I05_R01,study_runs/V100_P0_NANO_I05_R01/checkpoint/1390f6c0be5743b8927162dbbe425e75/code.py,2758,True,16804,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,"[0, 1, 2, 3, 4]"
V100_P0_NANO_I05_R01,study_runs/V100_P0_NANO_I05_R01/checkpoint/1390f6c0be5743b8927162dbbe425e75_iteration1/code.py,7174,True,3060,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,"[101, 202, 303, 404, 505]"
V100_P0_NANO_I05_R01,study_runs/V100_P0_NANO_I05_R01/checkpoint/1390f6c0be5743b8927162dbbe425e75_iteration2/code.py,7844,True,43749,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,"[101, 202, 303, 404, 505]"
V100_P0_NANO_I05_R01,study_runs/V100_P0_NANO_I05_R01/checkpoint/1390f6c0be5743b8927162dbbe425e75_seed/code.py,2758,True,16864,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,"[0, 1, 2, 3, 4]"
V100_P0_NANO_I05_R01,study_runs/V100_P0_NANO_I05_R01/checkpoint/30515235274c4e9f810042ff01ad146d/code.py,3483,True,3059,True,True,True,True,False,False,False,False,True,False,False,True,False,False,False,"[0, 1, 2, 3, 4]"
V100_P0_NANO_I05_R01,study_runs/V100_P0_NANO_I05_R01/checkpoint/68cabbbc75664b5896083f4b1803231a/code.py,2787,True,3059,True,True,True,True,False,False,False,False,True,False,False,True,False,False,False,"[0, 1, 2, 3, 4]"
V100_P0_NANO_I05_R01,study_runs/V100_P0_NANO_I05_R01/checkpoint/904094bc4dec46988262a1fe8b9d35f6/code.py,2192,True,3783,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,
V100_P0_NANO_I05_R01,study_runs/V100_P0_NANO_I05_R01/checkpoint/bb55ca0ddab64ee888dc16a97f278052/code.py,2,True,49,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
V100_P0_NANO_I05_R01,study_runs/V100_P0_NANO_I05_R01/checkpoint/d685542335b541bda6180c4aa38c51d2/code.py,3279,True,2858,True,True,True,True,True,False,False,False,True,False,False,False,True,False,False,"[101, 202, 303, 404, 505]"
V100_P0_NANO_I05_R01,study_runs/V100_P0_NANO_I05_R01/checkpoint/fb056bbc8ea4465b8bd57be4a1f3d081/code.py,2,True,49,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
V100_P0_MINI_I05_R05,study_runs/V100_P0_MINI_I05_R05/checkpoint/33efaaf355e04edbb0aaacba40eb5402/code.py,2584,True,3081,True,True,True,True,False,False,False,False,False,False,True,True,True,False,False,"[11, 22, 33, 44, 55]"
V100_P0_MINI_I05_R05,study_runs/V100_P0_MINI_I05_R05/checkpoint/45bbaea5347142a089ee75b7dab25565/code.py,2723,True,3077,True,True,True,True,False,False,False,False,False,False,True,True,True,False,False,"[11, 22, 33, 44, 55]"
V100_P0_MINI_I05_R05,study_runs/V100_P0_MINI_I05_R05/checkpoint/5f85c771837f46e69ed3548da85ed85f/code.py,3621,True,6324,True,True,True,True,False,False,False,False,False,False,True,True,False,True,False,"[11, 22, 33, 44, 55]"
V100_P0_MINI_I05_R05,study_runs/V100_P0_MINI_I05_R05/checkpoint/868275c3d05d4004ab2e433980557401/code.py,4387,True,3338,True,True,True,True,False,False,False,False,False,False,True,True,True,False,False,"[11, 22, 33, 44, 55]"
V100_P0_MINI_I05_R05,study_runs/V100_P0_MINI_I05_R05/checkpoint/a60f1446dae34e6c85594e6ccf365727/code.py,2824,True,6481,True,True,True,True,False,False,False,False,False,False,True,True,True,False,False,"[11, 22, 33, 44, 55]"
V100_P0_MINI_I05_R05,study_runs/V100_P0_MINI_I05_R05/checkpoint/b961f343d9f8405a8f194c65eb67b0cf/code.py,2583,True,6469,True,True,True,True,False,False,False,False,False,False,True,True,True,False,False,"[11, 22, 33, 44, 55]"
V100_P0_MINI_I05_R05,study_runs/V100_P0_MINI_I05_R05/checkpoint/c1cab3cf57c346019ca9d1992dcac3ef/code.py,3124,True,4177,False,False,True,True,False,False,False,False,False,False,True,True,True,False,False,
V100_P0_MINI_I05_R05,study_runs/V100_P0_MINI_I05_R05/checkpoint/c1cab3cf57c346019ca9d1992dcac3ef_iteration1/code.py,6178,True,2490,False,True,True,True,False,True,True,True,True,True,True,True,True,False,False,"[11, 22, 33, 44, 55]"
V100_P0_MINI_I05_R05,study_runs/V100_P0_MINI_I05_R05/checkpoint/c1cab3cf57c346019ca9d1992dcac3ef_iteration2/code.py,5757,True,707,False,True,True,True,False,True,True,True,True,True,True,True,True,False,False,"[11, 22, 33, 44, 55]"
V100_P0_MINI_I05_R05,study_runs/V100_P0_MINI_I05_R05/checkpoint/c1cab3cf57c346019ca9d1992dcac3ef_seed/code.py,3124,True,4177,False,False,True,True,False,False,False,False,False,False,True,True,True,False,False,
V100_P0_MINI_I05_R04,study_runs/V100_P0_MINI_I05_R04/checkpoint/0ddf2f48ecfe411c968dfd5ac55fc592/code.py,3453,True,23570,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False,"[7, 13, 21, 42, 87]"
V100_P0_MINI_I05_R04,study_runs/V100_P0_MINI_I05_R04/checkpoint/0ddf2f48ecfe411c968dfd5ac55fc592_iteration1/code.py,7538,True,707,False,True,True,True,False,False,True,True,True,True,True,True,True,False,False,"[7, 13, 21, 42, 87]"
V100_P0_MINI_I05_R04,study_runs/V100_P0_MINI_I05_R04/checkpoint/0ddf2f48ecfe411c968dfd5ac55fc592_iteration2/code.py,6619,True,343,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,"[7, 13, 21, 42, 87]"
V100_P0_MINI_I05_R04,study_runs/V100_P0_MINI_I05_R04/checkpoint/0ddf2f48ecfe411c968dfd5ac55fc592_seed/code.py,3453,True,23651,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False,"[7, 13, 21, 42, 87]"
V100_P0_MINI_I05_R04,study_runs/V100_P0_MINI_I05_R04/checkpoint/429968f4a2d5464781e553f6868ecfb7/code.py,2501,True,6405,True,True,True,True,False,False,False,False,True,False,False,True,False,False,False,"[11, 22, 33, 44, 55]"
V100_P0_MINI_I05_R04,study_runs/V100_P0_MINI_I05_R04/checkpoint/598bf8a4666a4d18a6e1a66d70d7dd17/code.py,3471,True,3275,True,True,True,True,False,False,False,False,False,True,False,True,False,True,False,"[7, 13, 21, 42, 87]"
V100_P0_MINI_I05_R04,study_runs/V100_P0_MINI_I05_R04/checkpoint/6624255987bf439f9714e8560c0cd3b5/code.py,3592,True,26211,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False,"[7, 13, 21, 42, 87]"
V100_P0_MINI_I05_R04,study_runs/V100_P0_MINI_I05_R04/checkpoint/72e46d355e0a49fc85af38961d5e11ef/code.py,3385,True,3283,True,True,True,True,False,False,False,False,False,True,False,True,True,False,False,"[7, 13, 21, 42, 87]"
V100_P0_MINI_I05_R04,study_runs/V100_P0_MINI_I05_R04/checkpoint/81f0cfbf8c764fd2916c0548137ef91b/code.py,3341,True,25991,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,"[7, 13, 21, 42, 87]"
V100_P0_MINI_I05_R04,study_runs/V100_P0_MINI_I05_R04/checkpoint/e543f9f743a340479000d7640c0720a3/code.py,3643,True,23522,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,"[7, 13, 21, 42, 87]"
V100_P0_MINI_I05_R03,study_runs/V100_P0_MINI_I05_R03/checkpoint/2ca5630c0a7741de889f82bc7f2e2ff0/code.py,2881,True,3270,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,"[11, 22, 33, 44, 55]"
V100_P0_MINI_I05_R03,study_runs/V100_P0_MINI_I05_R03/checkpoint/4bae3cfa9f6b4a4bb4b360ee0c788768/code.py,2854,True,20553,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,"[1, 2, 3, 4, 5]"
V100_P0_MINI_I05_R03,study_runs/V100_P0_MINI_I05_R03/checkpoint/64f1c4aae39d4cc68f747732d8232c0e/code.py,2748,True,21031,False,False,True,True,True,False,False,False,True,False,False,True,False,True,False,"[1, 2, 3, 4, 5]"
V100_P0_MINI_I05_R03,study_runs/V100_P0_MINI_I05_R03/checkpoint/a9663d9dfecc44c6998034c55e22bfe0/code.py,2636,True,20282,False,False,True,True,True,False,False,False,False,True,False,True,False,True,False,"[1, 2, 3, 4, 5]"
V100_P0_MINI_I05_R03,study_runs/V100_P0_MINI_I05_R03/checkpoint/a9663d9dfecc44c6998034c55e22bfe0_seed/code.py,2636,True,20282,False,False,True,True,True,False,False,False,False,True,False,True,False,True,False,"[1, 2, 3, 4, 5]"
V100_P0_MINI_I05_R03,study_runs/V100_P0_MINI_I05_R03/checkpoint/ae5c302c20744599a5005e342e748a23/code.py,3003,True,4271,True,True,True,True,False,False,False,False,True,False,False,True,False,False,False,"[1, 2, 3, 4, 5]"
V100_P0_MINI_I05_R03,study_runs/V100_P0_MINI_I05_R03/checkpoint/b3e9be9f1f4d407d9c70764b3ade04ac/code.py,3166,True,20445,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,"[1, 2, 3, 4, 5]"
V100_P0_MINI_I05_R03,study_runs/V100_P0_MINI_I05_R03/checkpoint/b643b16303794cfcbfd8ec1958ea27d3/code.py,2799,True,20758,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,"[11, 22, 33, 44, 55]"
V100_P0_MINI_I05_R02,study_runs/V100_P0_MINI_I05_R02/checkpoint/042e93d175e94b8bac8df8e1cd39aaa4/code.py,3180,True,3246,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,"[11, 22, 33, 44, 55]"
V100_P0_MINI_I05_R02,study_runs/V100_P0_MINI_I05_R02/checkpoint/06fe3a757a8f4a78a7e88be8ee026ef1/code.py,2932,True,3248,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,42
V100_P0_MINI_I05_R02,study_runs/V100_P0_MINI_I05_R02/checkpoint/8b4ad2ac4960487da7beea3df7b51b4e/code.py,2848,True,4613,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False,42
V100_P0_MINI_I05_R02,study_runs/V100_P0_MINI_I05_R02/checkpoint/8b4ad2ac4960487da7beea3df7b51b4e_iteration1/code.py,5470,True,3277,True,True,True,True,False,False,False,False,True,True,True,True,True,False,False,"[11, 22, 33, 44, 55]"
V100_P0_MINI_I05_R02,study_runs/V100_P0_MINI_I05_R02/checkpoint/8b4ad2ac4960487da7beea3df7b51b4e_iteration2/code.py,5206,True,37548,False,True,True,True,False,False,False,False,True,True,True,True,True,False,False,"[11, 22, 33, 44, 55]"
V100_P0_MINI_I05_R02,study_runs/V100_P0_MINI_I05_R02/checkpoint/8b4ad2ac4960487da7beea3df7b51b4e_seed/code.py,2848,True,4613,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False,42
V100_P0_MINI_I05_R02,study_runs/V100_P0_MINI_I05_R02/checkpoint/97475fff7a0d4393872f1e96ef9a0908/code.py,3222,True,3258,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,42
V100_P0_MINI_I05_R02,study_runs/V100_P0_MINI_I05_R02/checkpoint/b8edfc10aa494f6c80e9b589eefd6d98/code.py,2863,True,3266,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,42
V100_P0_MINI_I05_R02,study_runs/V100_P0_MINI_I05_R02/checkpoint/e57e1159faca46f9a9d3ff50d55f79ea/code.py,2763,True,3248,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,42
V100_P0_MINI_I05_R02,study_runs/V100_P0_MINI_I05_R02/checkpoint/f10f771f2c3b4b168286e73743819435/code.py,4066,True,3094,True,True,True,True,False,False,False,False,True,False,False,True,True,False,False,"[11, 22, 33, 44, 55]"
V100_P0_MINI_I05_R01,study_runs/V100_P0_MINI_I05_R01/checkpoint/23846b1d0deb4aa0b5161992cadc5f52/code.py,2931,True,1944,True,True,True,True,False,False,False,False,False,True,False,True,True,False,False,
V100_P0_MINI_I05_R01,study_runs/V100_P0_MINI_I05_R01/checkpoint/7296f7528a22457384d50f4e3c7c94a4/code.py,2672,True,6260,True,True,True,True,False,False,False,False,True,False,False,True,False,True,False,"[11, 22, 33, 44, 55]"
V100_P0_MINI_I05_R01,study_runs/V100_P0_MINI_I05_R01/checkpoint/977d7ec4949847409c030b314e2dd362/code.py,3504,True,4518,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False,
V100_P0_MINI_I05_R01,study_runs/V100_P0_MINI_I05_R01/checkpoint/9ab94e9cbc3046f4930499a3c4865337/code.py,4658,True,3105,True,True,True,True,False,False,False,False,True,False,False,True,True,True,False,"[11, 22, 33, 44, 55]"
V100_P0_MINI_I05_R01,study_runs/V100_P0_MINI_I05_R01/checkpoint/aac562b51b2148e2b73a824edba0b9b3/code.py,2487,True,4573,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,
V100_P0_MINI_I05_R01,study_runs/V100_P0_MINI_I05_R01/checkpoint/aad89bc2901c4869b5cdd0898ac24828/code.py,2927,True,3069,True,True,True,True,False,False,False,False,False,True,False,True,True,False,False,
V100_P0_MINI_I05_R01,study_runs/V100_P0_MINI_I05_R01/checkpoint/b6c02039931c42fcb8d6e8ec9185ebc2/code.py,3157,True,4525,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False,
V100_P0_MINI_I05_R01,study_runs/V100_P0_MINI_I05_R01/checkpoint/b6c02039931c42fcb8d6e8ec9185ebc2_iteration1/code.py,7441,True,10987,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,"[11, 22, 33, 44, 55]"
V100_P0_MINI_I05_R01,study_runs/V100_P0_MINI_I05_R01/checkpoint/b6c02039931c42fcb8d6e8ec9185ebc2_iteration2/code.py,4265,True,2186,True,True,True,True,False,False,False,False,True,True,True,True,True,False,False,"[1, 2, 3, 4, 5]"
V100_P0_MINI_I05_R01,study_runs/V100_P0_MINI_I05_R01/checkpoint/b6c02039931c42fcb8d6e8ec9185ebc2_seed/code.py,3157,True,4444,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False,
V100_P0_GPT54_I05_R02,study_runs/V100_P0_GPT54_I05_R02/checkpoint/29c2088f69664298962d51e53dd2cc4d/code.py,4662,True,3206,True,True,True,True,False,False,False,False,False,False,True,True,False,True,False,"[11, 22, 33, 44, 55]"
V100_P0_GPT54_I05_R02,study_runs/V100_P0_GPT54_I05_R02/checkpoint/65996d4b431c4de09a2c94c1d0ba75f4/code.py,7801,True,928,False,True,True,True,False,True,False,False,False,False,True,True,False,False,False,11
V100_P0_GPT54_I05_R02,study_runs/V100_P0_GPT54_I05_R02/checkpoint/cca8086dfc7d46ee9c4a48e24ac9544c/code.py,5994,True,489,False,True,True,True,False,True,False,False,False,False,True,True,False,False,False,11
V100_P0_GPT54_I05_R02,study_runs/V100_P0_GPT54_I05_R02/checkpoint/d782c63f1fd1409f9b600fcbeb814dbb/code.py,8553,True,3032,True,True,True,True,False,True,False,False,False,False,True,True,False,False,False,11
V100_P0_GPT54_I05_R02,study_runs/V100_P0_GPT54_I05_R02/checkpoint/eee18c4177524121adf8c4e238bbea74/code.py,9106,True,3589,True,True,True,True,False,False,False,False,False,False,True,True,True,False,False,"[11, 22, 33, 44, 55]"
V100_P0_GPT54_I05_R02,study_runs/V100_P0_GPT54_I05_R02/checkpoint/ef50db923528453ab7281e09a7ab63ce/code.py,7748,True,4132,True,True,True,True,False,True,False,False,False,False,True,True,False,False,False,11
V100_P0_GPT54_I05_R02,study_runs/V100_P0_GPT54_I05_R02/checkpoint/ef50db923528453ab7281e09a7ab63ce_iteration1/code.py,17014,True,3194,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,"[11, 22, 33, 44, 55] || seed,"
V100_P0_GPT54_I05_R02,study_runs/V100_P0_GPT54_I05_R02/checkpoint/ef50db923528453ab7281e09a7ab63ce_iteration2/code.py,18005,True,3702,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,"[11, 22, 33, 44, 55] || seed,"
V100_P0_GPT54_I05_R02,study_runs/V100_P0_GPT54_I05_R02/checkpoint/ef50db923528453ab7281e09a7ab63ce_seed/code.py,7748,True,4132,True,True,True,True,False,True,False,False,False,False,True,True,False,False,False,11
V100_P0_GPT54_I05_R02,study_runs/V100_P0_GPT54_I05_R02/checkpoint/f2b2ca7867bc45dba3f20bfcb69d50e3/code.py,6482,True,3032,True,True,True,True,False,True,False,False,False,False,True,True,False,False,False,11
V100_P0_GPT54_I05_R01,study_runs/V100_P0_GPT54_I05_R01/checkpoint/1a0e67a0ed0f49838458b10f36953597/code.py,7253,True,23181,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,"[7, 13, 29, 42, 87]"
V100_P0_GPT54_I05_R01,study_runs/V100_P0_GPT54_I05_R01/checkpoint/4682b1c65bcd4677ad764487dbae36e4/code.py,9488,True,676,False,True,True,True,False,True,False,False,False,False,True,True,False,False,False,"[7, 13, 29, 42, 87]"
V100_P0_GPT54_I05_R01,study_runs/V100_P0_GPT54_I05_R01/checkpoint/6f1efc17099f4438af33e637fade2d6a/code.py,5649,True,5608,True,True,True,True,False,True,False,False,False,False,True,True,False,False,False,"[7, 13, 29, 42, 87]"
V100_P0_GPT54_I05_R01,study_runs/V100_P0_GPT54_I05_R01/checkpoint/7ef1994c0966483b8d54e4a616d85634/code.py,2,True,49,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
V100_P0_GPT54_I05_R01,study_runs/V100_P0_GPT54_I05_R01/checkpoint/93fc4b7d72734385b5c9ae72f2765d36/code.py,6645,True,3553,True,True,True,True,True,False,False,False,False,False,True,True,False,False,False,"[7, 13, 29, 42, 87]"
V100_P0_GPT54_I05_R01,study_runs/V100_P0_GPT54_I05_R01/checkpoint/b9321e8dcdb647988a09b4cb21c4e170/code.py,8770,True,2065,False,True,True,True,False,True,False,False,False,False,True,True,False,False,False,"[7, 13, 29, 42, 87]"
V100_P0_GPT54_I05_R01,study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d/code.py,5936,True,23292,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,"[7, 13, 29, 42, 87]"
V100_P0_GPT54_I05_R01,study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_iteration1/code.py,15377,True,40268,False,True,True,True,False,False,True,True,True,True,True,True,True,False,False,"[7, 13, 29, 42, 87]"
V100_P0_GPT54_I05_R01,study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_iteration2/code.py,14356,True,4079,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,"[7, 13, 29, 42, 87]"
V100_P0_GPT54_I05_R01,study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_seed/code.py,5936,True,23292,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,"[7, 13, 29, 42, 87]"
SMOKE_V100_P0_I01,study_runs/SMOKE_V100_P0_I01/checkpoint/2b04050768474782874f3d86300c385f/code.py,3244,True,23918,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,"[11, 22, 33, 44, 55]"
SMOKE_V100_P0_I01,study_runs/SMOKE_V100_P0_I01/checkpoint/2b04050768474782874f3d86300c385f_iteration1/code.py,4917,True,25737,True,True,True,True,False,False,False,False,True,True,True,True,True,False,False,"[11, 22, 33, 44, 55]"
SMOKE_V100_P0_I01,study_runs/SMOKE_V100_P0_I01/checkpoint/2b04050768474782874f3d86300c385f_iteration2/code.py,5086,True,3334,True,True,True,True,False,False,False,False,True,True,True,True,True,False,False,"[11, 22, 33, 44, 55]"
SMOKE_V100_P0_I01,study_runs/SMOKE_V100_P0_I01/checkpoint/2b04050768474782874f3d86300c385f_seed/code.py,3244,True,23999,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,"[11, 22, 33, 44, 55]"
SMOKE_V100_P0_I01,study_runs/SMOKE_V100_P0_I01/checkpoint/506a9fd3f66c4bec8dd85db15292903d/code.py,3179,True,2943,True,True,True,True,False,False,False,False,True,False,False,True,True,False,False,"[11, 22, 33, 44, 55]"
SMOKE_V100_P0_I01,study_runs/SMOKE_V100_P0_I01/checkpoint/8ae5c9e5771d4ce2be8d8a2a7b4228f0/code.py,2360,True,6607,True,True,True,True,True,False,False,False,True,False,False,True,False,False,False,"[11, 22, 33, 44, 55]"
SMOKE_V100_P0_I01,study_runs/SMOKE_V100_P0_I01/checkpoint/adc486eedd784beebdf0ad860a0bf732/code.py,2803,True,3029,True,True,True,True,False,False,False,False,True,False,False,True,False,False,False,"[11, 22, 33, 44, 55]"
SMOKE_V100_P0_I01,study_runs/SMOKE_V100_P0_I01/checkpoint/b3f868150f1e48848df96473d4a5fb4e/code.py,3148,True,6688,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,"[11, 22, 33, 44, 55]"
SMOKE_V100_P0_I01,study_runs/SMOKE_V100_P0_I01/checkpoint/f924856511e14a3c92631ccf384e439f/code.py,2944,True,2934,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,"[11, 22, 33, 44, 55]"
PILOT_BAD_FILENAME_V100_P0_NANO_I05_R03,study_runs/PILOT_BAD_FILENAME_V100_P0_NANO_I05_R03/checkpoint/0774eb2af6124832aaea2b6811becb64/code.py,3895,True,3070,True,True,True,True,False,False,False,False,True,False,False,False,True,False,False,"[0, 1, 2, 3, 4]"
PILOT_BAD_FILENAME_V100_P0_NANO_I05_R03,study_runs/PILOT_BAD_FILENAME_V100_P0_NANO_I05_R03/checkpoint/3088b22eb493465a82ae75afba943cc3/code.py,4776,True,7615,False,False,True,True,True,False,False,False,True,False,False,False,True,True,False,"[0, 1, 2, 3, 4]"
PILOT_BAD_FILENAME_V100_P0_NANO_I05_R03,study_runs/PILOT_BAD_FILENAME_V100_P0_NANO_I05_R03/checkpoint/471cd3e59f7e4ff38fc386479e829987/code.py,5194,True,1783,False,False,True,True,True,False,False,False,True,False,False,False,True,False,False,"[0, 1, 2, 3, 4]"
PILOT_BAD_FILENAME_V100_P0_NANO_I05_R03,study_runs/PILOT_BAD_FILENAME_V100_P0_NANO_I05_R03/checkpoint/471cd3e59f7e4ff38fc386479e829987_iteration1/code.py,101,True,49,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
PILOT_BAD_FILENAME_V100_P0_NANO_I05_R03,study_runs/PILOT_BAD_FILENAME_V100_P0_NANO_I05_R03/checkpoint/471cd3e59f7e4ff38fc386479e829987_iteration2/code.py,7589,True,148,False,False,True,True,True,False,False,False,True,True,True,True,True,False,False,
PILOT_BAD_FILENAME_V100_P0_NANO_I05_R03,study_runs/PILOT_BAD_FILENAME_V100_P0_NANO_I05_R03/checkpoint/471cd3e59f7e4ff38fc386479e829987_seed/code.py,5217,True,3771,True,False,True,True,True,False,False,False,True,False,False,False,True,False,False,"[0, 1, 2, 3, 4]"
PILOT_BAD_FILENAME_V100_P0_NANO_I05_R03,study_runs/PILOT_BAD_FILENAME_V100_P0_NANO_I05_R03/checkpoint/677d51929f6140c5baaf4c028d377259/code.py,5823,True,3090,True,True,True,True,False,False,False,False,True,False,False,True,True,False,False,"[0, 1, 2, 3, 4]"
PILOT_BAD_FILENAME_V100_P0_NANO_I05_R03,study_runs/PILOT_BAD_FILENAME_V100_P0_NANO_I05_R03/checkpoint/7c7aff516dc44e82bafcc25d1c7616c7/code.py,3352,True,16801,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,"[0, 1, 2, 3, 4]"
PILOT_BAD_FILENAME_V100_P0_NANO_I05_R03,study_runs/PILOT_BAD_FILENAME_V100_P0_NANO_I05_R03/checkpoint/89e32f37812c4864a78fdf64ce3f046b/code.py,2,True,49,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
PILOT_BAD_FILENAME_V100_P0_NANO_I05_R03,study_runs/PILOT_BAD_FILENAME_V100_P0_NANO_I05_R03/checkpoint/a29c2aa2c1a74b6aa7d9d54465462198/code.py,6757,True,115,False,False,True,True,True,False,False,False,True,False,False,True,True,False,False,"[0, 1, 2, 3, 4]"
PILOT_BAD_FILENAME_V100_P0_NANO_I05_R02,study_runs/PILOT_BAD_FILENAME_V100_P0_NANO_I05_R02/checkpoint/015193c407cd486e89fd464e8c07426d/code.py,3578,True,3062,True,True,True,True,False,False,False,False,True,False,False,True,False,False,False,"[0, 1, 2, 3, 4]"
PILOT_BAD_FILENAME_V100_P0_NANO_I05_R02,study_runs/PILOT_BAD_FILENAME_V100_P0_NANO_I05_R02/checkpoint/2ae4e77c87e941deac46b019b0f198b7/code.py,3759,True,670,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,"[12345, 23456, 34567, 45678, 56789]"
PILOT_BAD_FILENAME_V100_P0_NANO_I05_R02,study_runs/PILOT_BAD_FILENAME_V100_P0_NANO_I05_R02/checkpoint/3c61634bc82443cbb27067abc87822a6/code.py,3502,True,3061,True,True,True,True,False,False,False,False,True,False,False,False,True,False,False,"[0, 1, 2, 3, 4]"
PILOT_BAD_FILENAME_V100_P0_NANO_I05_R02,study_runs/PILOT_BAD_FILENAME_V100_P0_NANO_I05_R02/checkpoint/3c61634bc82443cbb27067abc87822a6_iteration1/code.py,1498,True,244,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
PILOT_BAD_FILENAME_V100_P0_NANO_I05_R02,study_runs/PILOT_BAD_FILENAME_V100_P0_NANO_I05_R02/checkpoint/3c61634bc82443cbb27067abc87822a6_iteration2/code.py,14640,True,2201,False,False,False,True,True,True,True,True,True,True,True,True,True,False,False,"[1001, 2002, 3003, 4004, 5005] || seed, || rec.get('seed')"
